date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,y
01.01.20 10:00,"21,24","111,09","115,8",280,"30,44","434,92","1,41","50,43","70,4","55,65","34,15","55,24","58,89","34,08","80,59","51,99","3,98","2,35","0,5","4,83","1,5","14,44","-10,78","-9,95","48,76","0,07","-2,54","-0,33","-0,01","1,79","5,73","5,85","5,85","5,77","5,12","3,71","68,65","209,15","228,38","237,51","19,71","105,06","83,99","1,4","1,79","0,75","1,42","904,38","59,72","55,41","66,66","64,65","59,04","64,32","123,58","22,03","-7,87","751,99","90,03","7,82","200,51","24,8"
01.01.20 11:00,"21,24","111,19","115,8",280,"30,38","434,97","1,41","50,43","67,23","54,45","34,43","55,26","58,9","32,71","80,37","51,99","3,98","2,35","0,5","4,76","1,5","14,28","-11,24","-10,47","48,95","0,07","-2,68","-0,32","-0,01","1,79","6,09","5,96","5,96","5,49","5,16","3,71","68,9","209,2","228,3","237,66","20,93","104,28","83,88","1,38","1,79","0,75","1,42","903,85","59,87","55,45","66,53","64,58","59,04","64,75","123,63","21,96","-6,45","751,76","88,15","7,98","214,55","24,7"
01.01.20 12:00,"21,24","111,29","115,8",280,"30,36","435,08","1,42","50,43","64,19","54,67","34,28","55,29","58,9","31,34","80,07",52,"3,98","2,35","0,5","4,71","1,5","14,39","-10,8","-10,02","49,56","0,07","-2,18","-0,35","-0,01","1,79",6,"6,02","6,02","5,52","5,11","3,71","68,95","209,62","228,56","237,82","21,74","103,38","83,85","1,38","1,79","0,75","1,42","903,4","59,89","55,41","66,44","64,55","59,1","64,78","123,91","21,95",-6,"751,95",85,8,220,"24,67"
01.01.20 13:00,"21,24","111,38","115,8",280,"30,39","434,99","1,43","50,44","62,87","54,89","33,99","55,39","58,92","29,98","79,72","52,01","3,98","2,35","0,5","4,63","1,5","14,37","-10,68","-9,89","50,27","0,07","-2,06","-0,36","-0,01","1,75",6,"6,01","6,01","5,57","5,16","3,7","69,2",210,"228,97","237,97","23,18","103,45","84,21","1,36","1,75","0,75","1,42","903,23","59,76","55,27","66,4","64,56","59,31","64,92","124,77","22,03","-5,79","752,15","83,72","7,94","221,29","24,72"
01.01.20 14:00,"21,24","111,48","115,8",280,"30,4","435,08","1,43","50,45","63,92","54,82","33,81","55,41","58,91","28,62","79,43","51,98","3,98","2,36","0,5","4,55","1,5","14,35","-10,62","-9,83","51,09","0,07","-1,91","-0,34","-0,01","1,74","5,99",6,6,"5,56","5,18","3,55","69,31","210,34","229,34","238,13","23,27","103,38","84,02","1,36","1,74","0,75","1,42","902,45","59,96","55,5","66,58","64,37","59,1","64,78","120,53","22,02",-5,"752,35",79,"8,41",230,"24,64"
01.01.20 15:00,"21,24","111,57","115,75",280,"30,37","434,9","1,43","50,45","65,22","55,53","34,15","55,46","58,9","27,27","79,19","51,99","3,98","2,35","0,5","4,48","1,5","14,33","-10,24","-9,46","51,76","0,07","-1,67","-0,35","-0,01","1,74","5,89","5,97","5,97","5,53","5,11","3,58","69,44","211,14","230,07","238,28","22,93","102,38","84,08","1,34","1,74","0,75","1,42","903,72","59,88","55,4","66,46","64,51","59,18","64,66","128,13","21,99",-5,"752,55","82,26","8,87",230,"24,95"
01.01.20 16:00,"21,24","111,59","114,7",280,"30,4","435,05","1,43","50,46","67,04","54,26","34,04","55,54","58,9","25,91","78,97","51,98","3,98","2,35","0,5","4,4","1,5","14,43","-9,73","-8,96","52,22","0,07","-1,44","-0,35","-0,01","1,74","5,76","5,95","5,95","5,57","5,28","3,63","69,6","210,9","230,02","238,39","23,55","102,55","84,22","1,27","1,74","0,75","1,42","904,34","60,06","55,39","66,24","64,54","59,12","64,82","125,28","21,95",-5,"752,74",85,"7,65","235,42","24,92"
01.01.20 17:00,"21,24","111,6","114,7",280,"30,45","434,96","1,41","50,46","69,63","54,99","34,11","55,57","58,95","24,56","78,67","51,97","3,98","2,35","0,5","4,32","1,5","14,34","-9,79","-9,01","52,07","0,07","-1,12","-0,34","-0,01","1,74","5,7","5,94","5,94","5,55","5,34","3,62","69,62","210,92","230,1","238,4","24,15","102,49","83,94","1,27","1,74","0,75","1,42","903,36","59,79","55,15","66,21","64,67","59,24","64,75","125,51","21,91","-4,29","752,94","80,75","7,27","233,76","24,8"
01.01.20 18:00,"21,24","111,61","114,7",280,"30,45","434,95","1,42","50,47","72,74","55,39","33,84","55,63","58,93","23,2","78,39","52,02","3,98","2,35","0,5","4,86","1,5","14,4","-9,7","-8,91","51,25","0,07","-1,37","-0,34","-0,01","1,74","5,73","5,98","5,98","5,59","5,37","3,68","69,42","210,69","229,87","238,41","24,23","103,36","83,85","1,26","1,74","0,75","1,42","901,98","59,93","55,31","66,37","64,56","59,14","64,96","125,64","22,06",-4,"753,14",79,"6,9",230,"24,9"
01.01.20 19:00,"21,24","111,62","114,7",280,"30,32","434,93","1,42","50,47","76,02","55,3","34,43","55,66","58,93","21,85","78,07","52,04","3,98","2,35","0,5","4,82","1,51","14,44","-9,8","-9,01","50,33","0,07","-1,43","-0,34","-0,01","1,74","5,66","5,96","5,96","5,48","5,29","3,73","69,12","209,53","229,99","238,41","24,6","103,01","83,59","1,19","1,74","0,75","1,42","904,48","59,95","55,23","66,32","64,58","59,09","64,63","124,03","22,08",-4,"753,4","83,22","6,52","235,68","24,76"
01.01.20 20:00,"21,24","111,63","114,7",280,"30,42","435,07","1,42","50,45","78,62","54,5","33,87","55,73","58,94","20,49","77,84","51,95","3,98","2,35","0,5","4,77","1,51","14,44","-10,57","-9,77","50,15","0,07","-2,5","-0,34","-0,01","1,74","5,42","5,82","5,82","5,56","5,37","3,91","69,08","209,57","229,88","238,42","25,18","103,16","83,47","1,23","1,74","0,75","1,42","903,39","59,8","55,22","66,19","64,59","59,39","64,93","125,07","22,16",-4,"753,68",85,"6,14","224,8","24,63"
01.01.20 21:00,"21,24","111,64","114,7",280,"30,41","434,98","1,4","50,43","77,73","54,62","33,75","55,73","58,92","19,14","77,43","51,98","3,98","2,36","0,5","4,7","1,51","14,5","-10,53","-9,74","51,35","0,07","-2,39","-0,34","-0,01","1,74","5,38","5,67","5,67","5,54","5,39","3,74","68,96","210,66","230,06","238,42","25,21","104,76","83,32","1,32","1,74","0,75","1,42","902,62","59,88","55,21","66,3","64,57","59,31","64,74","124,37","22,04",-4,"753,97",85,"5,76",220,"24,77"
01.01.20 22:00,"21,24","111,64","114,7",280,"30,39","435,1","1,39","50,41","74,34","55,58",34,"55,76","58,95","17,78","76,96","51,95","3,98","2,35","0,5","4,67","1,51","14,46","-10,54","-9,75","51,03","0,07","-2,52","-0,34","-0,01","1,74","5,43","5,66","5,66","5,55","5,37","3,87","68,93","210,78","230,4","238,43","25,74","106,1","83,39","1,33","1,74","0,75","1,42","900,03","59,91","55,31","66,45","64,5","59,25","64,76","124,53","22,04",-4,"754,25","89,9","5,38",220,"24,68"
01.01.20 23:00,"21,24","111,65","114,7",280,"30,44","435,05","1,41","50,39","73,34","54,95","34,28","55,76","58,95","16,43","76,51","52,01","3,98","2,35","0,5","4,59","1,51","14,32","-10,53","-9,72","50,64","0,07","-2,53","-0,34","-0,01","1,74","5,39","5,65","5,65","5,53","5,38","3,88","68,95","211,4","230,19","238,43","25,44","105,98","83,32","1,32","1,74","0,75","1,42","898,7","59,85","55,31","66,39","64,46","59,25","64,63","124,9","22,03","-3,39","754,54","93,58","5,05","218,86","24,74"
02.01.20 0:00,"21,24","111,61","114,7",280,"30,47",435,"1,4","50,37","72,8","55,32","34,08","55,82","58,96","15,08","76,12",52,"3,98","2,35","0,5","4,52","1,51","14,44","-10,51","-9,71","50,78","0,07","-2,48","-0,35","-0,01","1,74","5,35","5,68","5,68","5,46","5,35","3,81","69,02","211,69","230,23","238,45","25,29","106,91","83,41","1,32","1,74","0,75","1,42","900,78","59,8","55,38","66,4","64,46","59,11","64,71","124,42","22,02",-3,"754,82",100,5,210,"24,65"
02.01.20 1:00,"21,24","111,56","114,7",280,"30,38","434,89","1,39","50,35","72,65","54,67","33,91","55,84","58,91","13,73","75,74","51,96","3,98","2,35","0,5","4,43","1,51","14,33","-10,5","-9,68","50,94","0,07","-2,41","-0,35","-0,01","1,74","5,35","5,66","5,66","5,47","5,36","3,83","69,04","211,65","230,2","238,5","25,18","106,06","83,51","1,26","1,74","0,75","1,42","905,38","59,92","55,44","66,42","64,43","59,18","64,91","124,05","22,01",-3,"755,1",100,5,"217,22","24,75"
02.01.20 2:00,"21,24","111,51","114,7",280,"30,47","435,11","1,41","50,33","72,75","54,69","33,77","55,88","58,93","12,37","75,41","52,05","3,98","2,35","0,5","4,48","1,51","14,53","-10,25","-9,42","50,82","0,07","-2,45","-0,37","-0,01","1,74","5,3","5,66","5,66","5,49","5,37","3,87","69,06","211,75","230,31","238,55","26,12","105,48","83,43","1,25","1,74","0,75","1,42","902,71","59,82","55,14","66,21","64,56","59,27","64,87","124,06","21,93","-2,39","755,39","95,12",5,230,"24,55"
02.01.20 3:00,"21,24","111,47","114,7",280,"30,46","435,04","1,41","50,32","72,51","54,91","34,02","55,94","58,96","11,02","75,13","51,99","3,98","2,35","0,5","4,86","1,51","14,49","-9,92","-9,12","50,69","0,07","-2,32","-0,37","-0,01","1,74","5,26","5,68","5,68","5,5","5,42","3,96","68,3","211,67","230,39","238,6","26,9","104,84","83,02","1,27","1,74","0,75","1,42","902,7","59,78","55,13","66,21","64,64","59,21","64,77","123,88","22,12",-2,"755,67",92,5,"236,47","24,63"
02.01.20 4:00,"21,24","111,42","114,7",280,"30,64","434,85","1,39","50,3","72,25","54,8","34,12","56,01","58,92","9,67","74,81","51,85","3,98","2,35","0,5","4,83","1,5","14,68","-9,89","-9,09","49,98","0,07","-2,44","-0,4","-0,01","1,74","5,34","5,81","5,81","5,54","5,46","3,91","67,5","211,64","230,05","238,65","26,12","103,73","82,78","1,28","1,74","0,75","1,42","893,63","59,57","55,15","66,14","64,68","59,32","64,94","124,75","21,97","-1,81","755,95","90,86",5,"236,92","24,5"
02.01.20 5:00,"21,24","111,38","114,7",280,"30,58","435,14","1,38","50,34","71,99","54,5","34,12","56,08","58,97","8,32","74,49","52,02","3,98","2,35","0,5","4,75","1,5","14,86","-9,9","-9,1","49,49","0,07","-2,45","-0,4","-0,01","1,74","5,38","5,82","5,82","5,56","5,48","3,87","67,39","211,48","230,22","238,7","26,16","103,99","82,64","1,49","1,74","0,75","1,42","895,16","59,51","55,22","66,18","64,64","59,32","64,75","124,97","21,98",-1,"756,24","82,37",5,"249,99","24,57"
02.01.20 6:00,"21,24","111,33","114,7",280,"30,55","434,98","1,42","50,52","72,14","55,74","33,88","56,3","58,91","6,99","74,22","52,11","3,98","2,35","0,5","4,69","1,5","14,78","-10,03","-9,24","49,77","0,06","-2,49","-0,39","-0,01","1,74","5,4","5,85","5,85","5,5","5,52","3,84","67,56","211,14","229,96","238,75","25,41","104,44","82,79","1,39","1,74","0,75","1,42","896,93","59,64","55,26","66,22","64,74","59,29","65,05","125,6","21,95","-1,58","756,52","83,5","6,18","255,83","24,62"
02.01.20 7:00,"21,24","111,3","114,7",280,"30,5","435,01","1,42","50,55","72,6","55,97","33,81","56,35","58,89","5,66","73,96",52,"3,98","2,35","0,5","4,58","1,5","14,67","-10,16","-9,35","50,38","0,06","-2,5","-0,37","-0,01","1,74","5,41","5,88","5,88","5,4","5,5","3,85","68,77","210,93","229,96","238,8","25,63","103,55","83,54","1,3","1,74","0,75","1,41","910,26","59,7","55,24","66,09","64,56","59,2","64,39","124,15","21,92","-1,69","756,81","84,12","5,49","249,6","24,43"
02.01.20 8:00,"21,24","111,39","114,7",280,"30,54",435,"1,4","50,53","72,89","55,43","33,9","56,35","58,84","10,8","73,68","51,87","3,98","2,35","0,5","4,52","1,5","14,61","-10,25","-9,44","51,49","0,06","-2,4","-0,36","-0,01","1,74","5,41","5,79","5,79","5,34","5,44","3,9","68,95","210,81","229,91","238,83","25,97","103,81","83,65","1,27","1,74","0,76","1,42","896,41","59,78","55,16","66,2","64,64","59,27","64,3","123,46","21,89",-2,"757,09",86,5,245,"24,52"
02.01.20 9:00,"21,24","111,49","114,7",280,"30,52","435,01","1,4","50,51","73,37","54,45","34,25","56,35","58,84","45,04","73,37","51,99","3,98","2,35","0,5","4,48","1,5","14,58","-10,29","-9,5","51,9","0,06","-2,49","-0,36","-0,01","1,74","5,39","5,87","5,87","5,34","5,51","3,97","69,28","210,85","229,74","238,82","26,64","103,56","83,36","1,28","1,74","0,76","1,42","893,1","59,7","55,19","66,09","64,7","59,42","64,52","121,84","21,86",-2,"757,37",86,"4,48","233,43","24,38"
02.01.20 10:00,"21,24","111,58","114,89",280,"30,42","434,92","1,41","50,49","73,7","54,94","34,14","56,32","58,86","76,73","73,06","52,08","3,98","2,35","0,5","4,39","1,49","14,56","-10,24","-9,47","51,13","0,07","-2,56","-0,35","-0,01","1,74","5,39","5,8","5,8","5,29","5,39","4,01","69,34","210,93","229,84","238,82","26,48","102,79","83,43","1,28","1,74","0,76","1,42","894,49","59,85","55,28","66,14","64,42","59,36","64,56","119,39","21,83",-2,"757,62","88,53","3,21","206,04","24,53"
02.01.20 11:00,"21,24","111,68","115,8",280,"30,4","434,98","1,4","50,48","74,22","55,35","33,67","56,31","58,82","79,45","72,77","51,97","3,98","2,35","0,5","4,74","1,5","14,62","-10,19","-9,46","49,65","0,07","-2,91","-0,36","-0,01","1,84","5,31","5,32","5,32","5,12","5,28","4,09","68,95","211,07","230,19","238,81","26,19","102,49","83,25","1,25","1,84","0,76","1,42","896,12","59,85","55,23","66,2","64,26","59,27","64,53","118,92","22,01","-1,9","757,52","99,75","3,37","184,05","24,51"
02.01.20 12:00,"21,24","111,78","115,8",280,"30,45","434,98","1,4","50,46","74,68","55,73","33,75","56,37","58,86","78,1","72,51","51,99","3,98","2,35","0,5","4,86","1,5","14,5","-10,25","-9,53","48,7","0,07","-2,87","-0,34","-0,01","1,84","5,37","5,38","5,38","5,13","5,31","4,24","68,87","211,17","230,15","238,81","25,71","99,22","83,2","1,26","1,84","0,76","1,42","898,69","59,82","55,27","66,16","64,39","59,38","64,2","117,71","22,07","-0,91","757,33","99,37","3,72","180,37","24,53"
02.01.20 13:00,"21,24","111,87","115,8",280,"30,48","435,14","1,41","50,44","75,28","54,19","34,08","56,34","58,86","76,74","72,26","52,02","3,98","2,35","0,5","4,8","1,51","14,56","-10,25","-9,48","48,13","0,07","-2,43","-0,34","-0,01","1,84","5,32","5,38","5,38","5,08","5,18","4,28","69,25","210,77","229,93","238,8","24,94","102,68","82,69","1,26","1,84","0,76","1,42","898,05","59,78","55,45","66,38","64,25","59,13","64,88","117,85","22,09",0,"757,14","98,81","5,34","203,28","24,64"
02.01.20 14:00,"21,24","111,87","115,8",280,"30,5","434,96","1,41","50,42","75,74","55,06","34,12","56,27","58,85","75,39",72,52,"3,98","2,35","0,5","4,73","1,51","14,51","-10,26","-9,49","47,64","0,07","-2,55","-0,33","-0,01","1,84","5,28","5,3","5,3","5,04","5,17","4,24","69,42","210,41","229,77","238,8","24,24","104,57","82,91","1,27","1,84","0,76","1,42","896,45","59,89","55,58","66,48","64,31","59,26","64,6","118,73","22,12","0,17","756,95","97,86",6,210,"24,61"
02.01.20 15:00,"21,24","111,85","115,8",280,"30,45","434,93","1,41","50,42","76,25","56,17","33,83","56,23","58,84","74,03","71,71",52,"3,98","2,35","0,5","4,66","1,51","14,34","-10,31","-9,53","47,15","0,07","-2,53","-0,33","-0,01","1,84","5,37","5,39","5,39","5,05","5,13","4,22","69,17","210,19","229,69","238,79","24,31","99,9","82,54","1,22","1,84","0,78","1,42","897,25","59,76","55,38","66,71","64,36","59,15","64,87","116,5","22,14","0,33","756,76","98,23",6,"204,44","24,57"
02.01.20 16:00,"21,24","111,83","115,8",280,"30,47","434,89","1,41","50,41","76,8","53,44","33,79","56,29","58,89","72,67","71,36","51,98","3,98","2,35","0,5","4,61","1,52","14,57","-10,28","-9,51","46,66","0,07","-2,48","-0,34","-0,01","1,84","5,33","5,35","5,35","5,06","5,1","4,25","68,8","210,36","229,58","238,79","23,88","101,56","82,73","1,19","1,84","0,78","1,42","896,61","59,81","55,58","66,87","64,36","59,2","65,12","117,62","22,17","0,67","756,57","98,77",6,"209,72","24,62"
02.01.20 17:00,"21,24","111,81","115,8",280,"30,54","434,95","1,41","50,4","77,33","54,58","33,71","56,3","58,84","71,32","70,96","51,99","3,98","2,35","0,5","4,54","1,52","14,48","-9,55","-8,79","46,58","0,07","-1,53","-0,34","-0,01","1,84","5,5","5,34","5,34","5,02","5,17","4,18","69,02","207,51","229,93","238,78","24,17","102,9","83,19","1,17","1,84","0,78","1,42","895,05","59,78","55,45","67,17",64,59,"65,09","119,64","22,16",1,"756,39",100,"6,34",210,"24,51"
02.01.20 18:00,"21,24","111,79","115,8",280,"30,57","434,9","1,41","50,39","77,99","55,92","34,48","56,34","58,87","69,96","70,63","52,02","3,98","2,35","0,5","4,48","1,53","14,62","-9,52","-8,76","47,14","0,07","-1,55","-0,35","-0,01","1,84","5,52","5,29","5,29","5,02","5,2","4,12",69,"209,82","229,78","238,78","24,43","102,68","82,81","1,18","1,84","0,78","1,42","895,37","59,9","55,49","67,57","63,98","58,89","65,03","119,86","21,88",1,"756,22",100,"7,89",210,"24,5"
02.01.20 19:00,"21,24","111,77","115,8",280,"30,55","434,98","1,41","50,38","78,59","54,9","33,8","56,33","58,86","68,61","70,28","51,97","3,98","2,35","0,5","4,7","1,53","14,6","-9,56","-8,79","47,74","0,07","-1,44","-0,37","-0,01","1,84","5,48","5,32","5,32","4,97","5,12","4,03","68,96","210,7","229,9","238,78","25,21","102,41","82,78","1,16","1,84","0,78","1,42","896,62","59,98","55,6","67,62","63,91","58,97","64,96","120,43","21,89",1,"756,19",100,"7,73",210,"24,57"
02.01.20 20:00,"21,24","111,75","115,8",280,"30,54","434,99","1,4","50,38","78,99","54,83","33,58","56,37","58,85","67,26",70,"51,99","3,98","2,35","0,5","5,35","1,53","14,51","-9,57","-8,8","48,4","0,07","-1,39","-0,38","-0,01","1,84","5,49","5,3","5,3","4,92","4,82","4,1","68,83","210,73","229,84","238,77","25,3","101,88","82,81","1,24","1,84","0,78","1,42","896,08","59,95","55,69","67,51","63,76","58,99","65,06","120,21","22,1",1,"756,19",100,"7,56","213,33","24,53"
02.01.20 21:00,"21,24","111,73","115,8",280,"30,54","435,16","1,41","50,39","79,39","54,5",34,"56,34","58,86","65,9","69,71","51,99","3,98","2,35","0,5","5,3","1,53","14,5","-9,4","-8,63","48,83","0,07","-1,15","-0,39","-0,01","1,84","5,46","5,28","5,28","4,87","4,94","4,19","68,55","210,64","229,67","238,77","24,99","102,08","83,18","1,25","1,84","0,78","1,42","894,43","60,18","55,94","67,25","64,13","58,88","64,79","119,89","22,04",1,"756,19",100,"7,39","221,65","24,47"
02.01.20 22:00,"21,24","111,72","115,8",280,"30,51","435,03","1,4","50,4","79,94","55,6","34,27","56,38","58,86","64,55","69,43","51,95","3,98","2,35","0,5","5,22","1,53","14,77","-9,19","-8,41","48,83","0,08","-1,07","-0,38","-0,01","1,84","5,31","5,23","5,23","4,82","5,01","4,24","68,88","210,68","229,61","238,77","25,29","101,53","83,37","1,25","1,84","0,78","1,42","893,98","60,17","55,8",67,"63,88","58,95","65,04","119,88","21,97",1,"756,19","97,92","7,22",230,"24,59"
02.01.20 23:00,"21,24","111,83","115,8",280,"30,6","434,93","1,4","50,41","79,43","54,69","33,99","56,43","58,88","63,2","69,04",52,"3,98","2,35","0,5","5,15","1,53","14,83","-9,21","-8,45","48,81","0,08","-1,05","-0,34","-0,01","1,84","5,35","5,38","5,38","4,88","5,13","4,27","68,97","210,85","229,76","238,76","25,52","101,79","83,43","1,19","1,84","0,78","1,42","893,57","60,19","55,82","66,85","64,17","59,08","64,89","119,79","21,91",1,"756,19","97,81","7,03",230,"24,46"
03.01.20 0:00,"21,24","111,86","115,8",280,"30,66",435,"1,41","50,42","77,75","54,97","33,63","56,41","58,88","61,84","68,7","52,01","3,98","2,35","0,5","5,08","1,52","14,61","-9,2","-8,42","48,8","0,08","-1,23","-0,32","-0,01","1,84","5,4","5,46","5,46","4,9","5,21","4,28","68,86","210,93","229,74","238,73","26,05","102,81","83,13","1,2","1,84","0,78","1,42","895,22","60,23","56,11","66,94","64,08","59,15",65,"119,64","21,9",1,"756,19","97,54","6,06","224,78","24,45"
03.01.20 1:00,"21,24","111,8","115,8",280,"30,63","434,81","1,41","50,43","76,32","55,43","33,46","56,43","58,89","60,49","68,36","52,03","3,98","2,35","0,5","4,99","1,52","14,54","-9,22","-8,45","48,6","0,08","-1,2","-0,31","-0,01","1,84","5,41","5,49","5,49","4,85","5,19","4,3","68,73","210,56","229,7","238,66","25,84","102,19","82,96","1,2","1,84","0,78","1,42","897,1","60,22","55,92","67,05","64,15","59,19","64,61","118,72","21,9",1,"756,19","97,26","5,18","211,93","24,47"
03.01.20 2:00,"21,24","111,73","115,8",280,"30,64","434,99","1,41","50,44","75,6","54,98","33,94","56,39","58,85","59,14","67,98","51,99","3,98","2,35","0,5","4,93","1,52","14,49","-9,21","-8,43","48,26","0,08","-1,16","-0,31","-0,01","1,84","5,36","5,38","5,38","4,83","5,19","4,24","68,68","210,88","229,82","238,58","25,19","102,85","82,92","1,16","1,84","0,78","1,42","897,63","60,23","55,98","66,95",64,"59,18","65,09","118,35","21,9",1,"756,22","97,97","5,6","216,61","24,46"
